# Relative Spectral Response per erg (Equal-Energy); Jarrett et al. 2011
#  W1     RSR     uncertainty (parts per thousand)
33800  0.81020E+00    16
33900  0.79056E+00    18
34000  0.76957E+00    20
34100  0.75847E+00    20
34200  0.77522E+00    19
34300  0.82117E+00    19
34400  0.88300E+00    19
34500  0.93966E+00    18
34600  0.97628E+00    17
34700  0.99497E+00    17
34800  0.10000E+01    17
34900  0.99831E+00    16
35000  0.99774E+00    16
35100  0.99727E+00    15
35200  0.99666E+00    15
35300  0.99615E+00    14
35400  0.98857E+00    14
35500  0.97513E+00    14
35600  0.95694E+00    14
35700  0.93631E+00    16
35800  0.91555E+00    17
35900  0.90286E+00    16
36000  0.90067E+00    14
36100  0.91379E+00    14
36200  0.93642E+00    14
36300  0.95798E+00    14
36400  0.97013E+00    14
36500  0.97518E+00    14
36600  0.97546E+00    14
36700  0.97572E+00    15
36800  0.97478E+00    15
36900  0.97381E+00    15
37000  0.97295E+00    16
37100  0.97436E+00    16
37200  0.97456E+00    17
37300  0.96743E+00    18
37400  0.93949E+00    19
37500  0.88456E+00    22
37600  0.79862E+00    28
37700  0.68290E+00    36
37800  0.54804E+00    48
37900  0.40726E+00    61
38000  0.28186E+00    76
38100  0.18529E+00    92
38200  0.11568E+00   106
38300  0.70803E-01   115
38400  0.43646E-01   114
38500  0.27601E-01   104
38600  0.17600E-01    88
38700  0.11016E-01    70
38800  0.67609E-02    67
38900  0.47912E-02   174
39000  0.39844E-02   278
39100  0.31390E-02   534
39200  0.23814E-02   534
39300  0.22553E-02   534
39400  0.18119E-02   534
39500  0.15120E-02   534
39600  0.11342E-02   534
39700  0.65546E-03   534
39800  0.35449E-03   534
39900  0.42810E-04   534
40000  0.10032E-03  1000
40100  0.43968E-04   631
40200  0.29201E-04   707
40300  0.13518E-04  1000
40400  0.75028E-05  1000
40500  0.50861E-05  1000
40600  0.12481E-04   707
40700  0.11722E-05   707
40800  0.83460E-05   707
40900  0.76745E-05   707
41000  0.14744E-05  1000
41100  0.33775E-05   707
41200  0.85638E-06  1000
41300  0.68242E-06  1000
41400  0.36360E-05   707
41500  0.29928E-04   631
41600  0.52909E-04   632
41700  0.63550E-04   631
41800  0.50077E-04   534
41900  0.36758E-04   632
42000  0.35255E-06  1000
42100  0.32272E-06  1000
42200  0.28793E-06  1000
42300  0.24813E-06  1000
42400  0.20648E-06  1000
42500  0.15353E-05   707
42600  0.12712E-06  1000
42700  0.10140E-05   707
42800  0.67967E-06   707
42900  0.52993E-06   707
43000  0.32794E-07  1000
43100  0.22242E-07  1000
43200  0.14872E-07  1000
43300  0.21666E-06   707
43400  0.63689E-08  1000
43500  0.40421E-08  1000
43600  0.26017E-08  1000
43700  0.40550E-07   707
43800  0.11449E-08  1000
43900  0.84668E-09  1000
44000  0.62873E-09  1000
44100  0.13318E-07   707
44200  0.36048E-09  1000
44300  0.26421E-09  1000
44400  0.19505E-09  1000
44500  0.20464E-08   707
44600  0.19564E-08   707
44700  0.74035E-10  1000
44800  0.49487E-10  1000
44900  0.39024E-10  1000
45000  0.25971E-10  1000
45100  0.14848E-10  1000
45200  0.44392E-09   707
45300  0.83507E-11  1000
45400  0.70835E-11  1000
45500  0.44776E-11  1000
45600  0.19049E-06   632
45700  0.14761E-06   534
45800  0.42723E-06   633
45900  0.20644E-06   534
46000  0.16752E-06   534
46100  0.14864E-06   534
46200  0.49841E-06   633
46300  0.16453E-06   534
46400  0.51875E-06   630
46500  0.23905E-06   533
46600  0.29680E-06   534
46700  0.58632E-06   632
46800  0.15484E-06   535
46900  0.26807E-06   534
47000  0.61757E-06   632
47100  0.17322E-08   613
47200  0.24327E-08   593
47300  0.16947E-08   574
47400  0.57839E-09   661
47500  0.68014E-08   610
47600  0.39038E-08   644
47700  0.11627E-08   711
47800  0.21295E-09   650
47900  0.59278E-09   735
48000  0.76444E-08   603
48100  0.18899E-09   696
48200  0.22512E-09   692
48300  0.14540E-11   963
48400  0.71532E-10   702
48500  0.17457E-08   675
48600  0.54033E-08   604
48700  0.14032E-08   674
48800  0.15343E-10   868
48900  0.19326E-08   579
49000  0.45612E-08   529
49100  0.50404E-12   977
49200  0.16728E-09   676
49300  0.40465E-08   590
49400  0.69186E-08   558
49500  0.30007E-08   475
49600  0.15173E-07   491
49700  0.16221E-07   466
49800  0.14426E-07   460
49900  0.35742E-07   333
50000  0.67446E-07   230
50100  0.49139E-07   226
50200  0.38646E-07   220
50300  0.30607E-07   225
50400  0.26503E-07   221
50500  0.27611E-07   228
50600  0.27980E-07   227
50700  0.28996E-07   224
50800  0.30065E-07   222
50900  0.30290E-07   220
51000  0.28867E-07   214
51100  0.29725E-07   217
51200  0.29047E-07   210
51300  0.30160E-07   213
51400  0.30286E-07   211
51500  0.29302E-07   208
51600  0.28246E-07   207
51700  0.27744E-07   207
51800  0.27391E-07   207
51900  0.27173E-07   204
52000  0.27073E-07   211
52100  0.26325E-07   208
52200  0.27620E-07   213
52300  0.28288E-07   214
52400  0.28188E-07   211
52500  0.30659E-07   211
52600  0.33260E-07   216
52700  0.34890E-07   215
52800  0.35836E-07   210
52900  0.38098E-07   213
53000  0.39278E-07   205
53100  0.41277E-07   202
53200  0.45177E-07   203
53300  0.45976E-07   199
53400  0.42068E-07   194
53500  0.43964E-07   193
53600  0.46217E-07   195
53700  0.44953E-07   190
53800  0.43526E-07   189
53900  0.45807E-07   189
54000  0.45980E-07   193
54100  0.45730E-07   195
54200  0.45690E-07   196
54300  0.45509E-07   194
54400  0.37082E-07   187
54500  0.42419E-07   186
54600  0.46170E-07   189
54700  0.45594E-07   184
54800  0.44245E-07   181
54900  0.46352E-07   182
55000  0.44461E-07   181
55100  0.42544E-07   179
55200  0.40890E-07   177
55300  0.38761E-07   174
55400  0.36388E-07   175
55500  0.34949E-07   179
55600  0.32252E-07   181
55700  0.28926E-07   180
55800  0.27338E-07   186
55900  0.24867E-07   187
56000  0.22479E-07   188
56100  0.20559E-07   188
56200  0.19604E-07   186
56300  0.17144E-07   192
56400  0.16216E-07   189
56500  0.13798E-07   193
56600  0.13064E-07   187
56700  0.11613E-07   184
56800  0.89624E-08   185
56900  0.78965E-08   182
57000  0.63000E-08   179
57100  0.48527E-08   181
57200  0.51096E-08   176
57300  0.47555E-08   175
57400  0.52756E-08   175
57500  0.58294E-08   181
57600  0.69194E-08   182
57700  0.82582E-08   182
57800  0.91485E-08   180
57900  0.97902E-08   182
58000  0.10900E-07   182
58100  0.11866E-07   184
58200  0.13928E-07   183
58300  0.14277E-07   186
58400  0.15729E-07   183
58500  0.17372E-07   180
58600  0.18229E-07   182
58700  0.19059E-07   185
58800  0.21298E-07   183
58900  0.22508E-07   180
59000  0.22662E-07   180
59100  0.23569E-07   177
59200  0.24421E-07   176
59300  0.27271E-07   176
59400  0.26696E-07   180
59500  0.28062E-07   181
59600  0.28460E-07   178
59700  0.30516E-07   181
59800  0.30254E-07   185
59900  0.30579E-07   188
60000  0.32374E-07   185
60100  0.31191E-07   190
60200  0.31381E-07   190
60300  0.31216E-07   194
60400  0.30696E-07   200
60500  0.32249E-07   199
60600  0.29254E-07   203
60700  0.28846E-07   201
60800  0.28814E-07   199
60900  0.28583E-07   199
61000  0.29308E-07   195
61100  0.28996E-07   196
61200  0.29344E-07   199
61300  0.30553E-07   198
61400  0.33370E-07   201
61500  0.36036E-07   208
61600  0.41728E-07   215
61700  0.40687E-07   238
61800  0.42206E-07   253
61900  0.48320E-07   285
62000  0.47345E-07   310
62100  0.66041E-07   323
62200  0.72689E-07   373
62300  0.83672E-07   392
62400  0.11811E-06   378
62500  0.16116E-06   358
62600  0.22061E-06   362
62700  0.28363E-06   386
62800  0.35608E-06   421
62900  0.41684E-06   475
63000  0.45331E-06   566
63100  0.22341E-06   533
63200  0.64754E-06   554
63300  0.60991E-06   514
63400  0.53632E-06   502
63500  0.50046E-06   489
63600  0.52243E-07   908
63700  0.42401E-07   701
63800  0.69787E-07   677
63900  0.39049E-06   429
64000  0.35139E-06   434
64100  0.69905E-06   635
64200  0.67310E-06   635
64300  0.48030E-06   536
64400  0.62008E-06   635
64500  0.60714E-06   634
64600  0.47284E-06   536
64700  0.58198E-06   635
64800  0.21004E-06   536
64900  0.57975E-06   634
65000  0.50442E-06   536
