# Relative Spectral Response per erg (Equal-Energy); Jarrett et al. 2011
#  W3     RSR     uncertainty (parts per thousand)
 38100  0.12892E-11   299
 38200  0.34746E-13   287
 38300  0.21360E-14   287
 38400  0.11059E-11   297
 38500  0.73726E-13   285
 38600  0.59414E-12   297
 38700  0.29300E-13   284
 38800  0.74301E-12   296
 38900  0.15103E-13   284
 39000  0.21069E-13   283
 39100  0.10526E-13   283
 39200  0.15762E-13   282
 39300  0.63565E-12   294
 39400  0.10108E-12   282
 39500  0.87153E-12   293
 39600  0.12102E-11   293
 39700  0.67134E-13   281
 39800  0.58594E-13   280
 39900  0.28848E-12   280
 40000  0.87203E-13   280
 40100  0.37306E-12   291
 40200  0.18779E-13   280
 40300  0.16994E-12   290
 40400  0.11182E-11   290
 40500  0.16658E-14   278
 40600  0.67787E-13   279
 40700  0.11386E-13   277
 40800  0.12254E-12   289
 40900  0.29437E-12   288
 41000  0.34963E-12   288
 41100  0.10787E-13   276
 41200  0.15698E-12   276
 41300  0.18062E-13   276
 41400  0.10702E-13   276
 41500  0.23226E-12   287
 41600  0.13282E-12   275
 41700  0.10601E-13   275
 41800  0.35563E-13   273
 41900  0.50536E-13   272
 42000  0.23105E-13   273
 42100  0.53959E-12   284
 42200  0.60772E-13   272
 42300  0.48393E-12   283
 42400  0.96624E-14   272
 42500  0.57201E-12   283
 42600  0.35072E-12   283
 42700  0.43345E-12   281
 42800  0.14271E-12   281
 42900  0.15879E-12   281
 43000  0.15810E-13   269
 43100  0.64609E-12   280
 43200  0.57468E-12   280
 43300  0.42914E-14   269
 43400  0.35130E-12   279
 43500  0.72772E-12   278
 43600  0.48710E-13   268
 43700  0.15600E-12   267
 43800  0.83587E-13   268
 43900  0.22459E-13   267
 44000  0.63495E-12   277
 44100  0.16970E-11   275
 44200  0.62655E-13   265
 44300  0.10073E-11   276
 44400  0.24499E-11   275
 44500  0.29873E-12   264
 44600  0.16523E-12   264
 44700  0.10650E-12   264
 44800  0.37783E-13   263
 44900  0.10861E-12   264
 45000  0.89878E-13   262
 45100  0.10812E-12   263
 45200  0.13560E-12   262
 45300  0.15537E-11   272
 45400  0.92472E-12   271
 45500  0.27136E-13   261
 45600  0.28997E-11   269
 45700  0.20678E-12   260
 45800  0.15648E-12   260
 45900  0.10619E-12   260
 46000  0.22299E-11   269
 46100  0.18157E-11   268
 46200  0.22533E-12   258
 46300  0.18449E-11   268
 46400  0.31913E-11   267
 46500  0.23054E-13   258
 46600  0.26418E-14   258
 46700  0.21200E-13   258
 46800  0.17654E-11   265
 46900  0.89812E-13   257
 47000  0.10687E-12   255
 47100  0.75840E-13   256
 47200  0.32455E-13   255
 47300  0.37586E-13   255
 47400  0.16796E-13   255
 47500  0.71596E-12   263
 47600  0.14617E-12   253
 47700  0.46426E-13   253
 47800  0.13711E-11   262
 47900  0.10648E-12   253
 48000  0.98162E-13   253
 48100  0.80864E-13   252
 48200  0.33968E-11   261
 48300  0.12518E-13   251
 48400  0.12066E-11   260
 48500  0.44881E-11   258
 48600  0.38739E-11   259
 48700  0.16968E-12   251
 48800  0.29506E-12   249
 48900  0.35774E-12   250
 49000  0.67249E-13   249
 49100  0.78357E-13   249
 49200  0.81336E-13   248
 49300  0.60314E-11   256
 49400  0.48650E-11   256
 49500  0.47265E-11   255
 49600  0.10021E-10   255
 49700  0.14616E-10   254
 49800  0.94382E-11   254
 49900  0.18684E-12   246
 50000  0.14663E-10   253
 50100  0.90248E-11   253
 50200  0.58687E-11   251
 50300  0.18544E-11   244
 50400  0.49693E-11   244
 50500  0.86894E-10   251
 50600  0.15672E-09   251
 50700  0.10752E-10   243
 50800  0.22526E-10   243
 50900  0.94790E-11   243
 51000  0.90778E-10   249
 51100  0.45217E-07    79
 51200  0.44530E-07    78
 51300  0.47911E-07    77
 51400  0.34158E-07    76
 51500  0.34895E-07    76
 51600  0.32278E-07    75
 51700  0.30016E-07    75
 51800  0.27814E-07    76
 51900  0.41524E-07    76
 52000  0.39789E-07    77
 52100  0.30660E-07    77
 52200  0.26267E-07    78
 52300  0.26903E-07    78
 52400  0.28205E-07    79
 52500  0.41719E-07    79
 52600  0.34557E-07    79
 52700  0.35231E-07    78
 52800  0.38575E-07    78
 52900  0.43744E-07    77
 53000  0.35143E-07    76
 53100  0.47065E-07    75
 53200  0.50570E-07    74
 53300  0.53088E-07    73
 53400  0.48000E-07    72
 53500  0.49825E-07    72
 53600  0.32628E-07    71
 53700  0.37712E-07    70
 53800  0.46339E-07    70
 53900  0.47606E-07    70
 54000  0.47143E-07    71
 54100  0.47684E-07    71
 54200  0.36894E-07    71
 54300  0.33689E-07    71
 54400  0.45674E-07    70
 54500  0.56571E-07    70
 54600  0.55389E-07    69
 54700  0.62687E-07    69
 54800  0.64670E-07    68
 54900  0.63260E-07    67
 55000  0.63611E-07    66
 55100  0.64525E-07    66
 55200  0.65523E-07    66
 55300  0.65988E-07    65
 55400  0.65597E-07    66
 55500  0.66007E-07    66
 55600  0.66309E-07    67
 55700  0.66520E-07    68
 55800  0.66778E-07    69
 55900  0.66014E-07    70
 56000  0.65828E-07    70
 56100  0.65391E-07    72
 56200  0.67034E-07    73
 56300  0.67237E-07    75
 56400  0.65676E-07    76
 56500  0.65104E-07    76
 56600  0.64408E-07    74
 56700  0.64438E-07    73
 56800  0.63223E-07    71
 56900  0.61405E-07    70
 57000  0.61118E-07    68
 57100  0.63087E-07    67
 57200  0.61964E-07    66
 57300  0.61987E-07    65
 57400  0.64241E-07    64
 57500  0.66483E-07    65
 57600  0.67898E-07    66
 57700  0.68377E-07    66
 57800  0.67249E-07    65
 57900  0.69872E-07    64
 58000  0.70700E-07    65
 58100  0.72247E-07    65
 58200  0.75620E-07    66
 58300  0.76336E-07    66
 58400  0.75947E-07    65
 58500  0.77638E-07    64
 58600  0.76063E-07    64
 58700  0.76656E-07    65
 58800  0.77639E-07    66
 58900  0.80477E-07    66
 59000  0.78739E-07    65
 59100  0.78677E-07    64
 59200  0.78830E-07    64
 59300  0.81922E-07    65
 59400  0.82647E-07    65
 59500  0.84667E-07    65
 59600  0.86389E-07    64
 59700  0.89060E-07    65
 59800  0.87309E-07    66
 59900  0.90000E-07    66
 60000  0.88431E-07    67
 60100  0.89271E-07    68
 60200  0.91868E-07    68
 60300  0.92736E-07    69
 60400  0.97086E-07    72
 60500  0.97267E-07    73
 60600  0.93816E-07    73
 60700  0.98128E-07    72
 60800  0.97379E-07    71
 60900  0.10349E-06    71
 61000  0.10757E-06    70
 61100  0.11328E-06    71
 61200  0.12203E-06    72
 61300  0.14272E-06    71
 61400  0.16712E-06    74
 61500  0.20972E-06    78
 61600  0.25935E-06    84
 61700  0.34034E-06    95
 61800  0.45669E-06   114
 61900  0.63600E-06   140
 62000  0.88459E-06   170
 62100  0.11146E-05   219
 62200  0.12608E-05   267
 62300  0.16967E-05   301
 62400  0.13172E-05   308
 62500  0.19018E-05   282
 62600  0.16173E-05   306
 62700  0.16395E-05   339
 62800  0.20495E-05   357
 62900  0.12056E-05   444
 63000  0.14699E-05   478
 63100  0.11242E-05   523
 63200  0.65435E-06   527
 63300  0.85853E-06   485
 63400  0.16348E-05   429
 63500  0.10078E-05   465
 63600  0.65556E-08   907
 63700  0.22121E-06   701
 63800  0.60940E-08   919
 63900  0.15256E-05   405
 64000  0.18410E-05   380
 64100  0.13700E-05   444
 64200  0.11914E-05   492
 64300  0.20688E-05   496
 64400  0.13806E-07   931
 64500  0.38945E-06   700
 64600  0.44271E-08   910
 64700  0.62035E-06   515
 64800  0.35808E-06   566
 64900  0.19716E-06   614
 65000  0.13550E-06   641
 65100  0.15307E-05   680
 65200  0.43565E-05   562
 65300  0.33740E-05   562
 65400  0.62856E-06   680
 65500  0.28559E-06   680
 65600  0.51934E-07   707
 65700  0.62095E-10  1000
 65800  0.49091E-10  1000
 65900  0.39118E-10  1000
 66000  0.32428E-10  1000
 66100  0.30214E-10  1000
 66200  0.32276E-10  1000
 66300  0.70872E-07   707
 66400  0.43514E-07   707
 66500  0.55701E-10  1000
 66600  0.66894E-10  1000
 66700  0.74759E-10  1000
 66800  0.80272E-10  1000
 66900  0.84027E-10  1000
 67000  0.16250E-06   707
 67100  0.75417E-10  1000
 67200  0.63580E-10  1000
 67300  0.13542E-06   562
 67400  0.35369E-05   562
 67500  0.43346E-06   679
 67600  0.32703E-05   563
 67700  0.31658E-05   563
 67800  0.86854E-06   680
 67900  0.51038E-05   562
 68000  0.13324E-05   680
 68100  0.69118E-05   562
 68200  0.13127E-04   563
 68300  0.99112E-05   562
 68400  0.12513E-04   562
 68500  0.93876E-05   562
 68600  0.26929E-05   680
 68700  0.29106E-05   680
 68800  0.11123E-04   562
 68900  0.14646E-04   562
 69000  0.19871E-04   563
 69100  0.35476E-05   680
 69200  0.19302E-04   562
 69300  0.35008E-05   681
 69400  0.34659E-05   680
 69500  0.34617E-05   680
 69600  0.35045E-05   680
 69700  0.37609E-05   680
 69800  0.13091E-04   562
 69900  0.39305E-05   680
 70000  0.34740E-05   681
 70100  0.12674E-04   562
 70200  0.72267E-08  1000
 70300  0.94838E-08  1000
 70400  0.60139E-06   707
 70500  0.16020E-07  1000
 70600  0.27214E-05   707
 70700  0.27206E-07  1000
 70800  0.35160E-07  1000
 70900  0.45483E-07  1000
 71000  0.50060E-05   707
 71100  0.76225E-07  1000
 71200  0.99885E-07  1000
 71300  0.13149E-06  1000
 71400  0.17376E-06  1000
 71500  0.23452E-06  1000
 71600  0.11762E-04   707
 71700  0.44060E-06  1000
 71800  0.61607E-06  1000
 71900  0.86767E-06  1000
 72000  0.28062E-04   707
 72100  0.17202E-02   245
 72200  0.16953E-02   241
 72300  0.21202E-02   194
 72400  0.22305E-02   211
 72500  0.20557E-02   236
 72600  0.21601E-02   202
 72700  0.19177E-02   223
 72800  0.11553E-02   300
 72900  0.16445E-02   277
 73000  0.26889E-02   157
 73100  0.33714E-02   106
 73200  0.35918E-02   154
 73300  0.35219E-02   157
 73400  0.37744E-02   138
 73500  0.36840E-02   123
 73600  0.33351E-02   128
 73700  0.33336E-02   152
 73800  0.31728E-02   143
 73900  0.33791E-02   119
 74000  0.36603E-02   152
 74100  0.42789E-02   198
 74200  0.54307E-02   185
 74300  0.71141E-02   131
 74400  0.92516E-02    83
 74500  0.11710E-01    58
 74600  0.14421E-01    54
 74700  0.17429E-01    62
 74800  0.21233E-01    72
 74900  0.26207E-01    84
 75000  0.33257E-01    95
 75100  0.43132E-01   105
 75200  0.56946E-01   113
 75300  0.75682E-01   118
 75400  0.10010E+00   118
 75500  0.12979E+00   112
 75600  0.16432E+00   103
 75700  0.20006E+00    90
 75800  0.23102E+00    75
 75900  0.25482E+00    58
 76000  0.26893E+00    42
 76100  0.27304E+00    29
 76200  0.26850E+00    20
 76300  0.25881E+00    15
 76400  0.24657E+00    13
 76500  0.23555E+00    13
 76600  0.22577E+00    12
 76700  0.21849E+00    13
 76800  0.21245E+00    15
 76900  0.20893E+00    14
 77000  0.20793E+00    14
 77100  0.20820E+00    14
 77200  0.20847E+00    13
 77300  0.21001E+00    13
 77400  0.21156E+00    13
 77500  0.21183E+00    15
 77600  0.21338E+00    15
 77700  0.21494E+00    14
 77800  0.21778E+00    12
 77900  0.22190E+00    12
 78000  0.22604E+00    12
 78100  0.23019E+00    11
 78200  0.23435E+00    10
 78300  0.23852E+00    10
 78400  0.24269E+00    11
 78500  0.24559E+00    12
 78600  0.24849E+00    13
 78700  0.25010E+00    13
 78800  0.25172E+00    13
 78900  0.25333E+00    13
 79000  0.25626E+00    14
 79100  0.25788E+00    15
 79200  0.26082E+00    17
 79300  0.26637E+00    18
 79400  0.27063E+00    18
 79500  0.27621E+00    16
 79600  0.28311E+00    15
 79700  0.29134E+00    13
 79800  0.29959E+00    13
 79900  0.30654E+00    15
 80000  0.31219E+00    15
 80100  0.31654E+00    16
 80200  0.32090E+00    17
 80300  0.32394E+00    18
 80400  0.32699E+00    17
 80500  0.32872E+00    15
 80600  0.32913E+00    13
 80700  0.33087E+00    12
 80800  0.33128E+00    13
 80900  0.33435E+00    13
 81000  0.33610E+00    15
 81100  0.33651E+00    15
 81200  0.33693E+00    16
 81300  0.33601E+00    16
 81400  0.33374E+00    16
 81500  0.33146E+00    18
 81600  0.32784E+00    20
 81700  0.32421E+00    19
 81800  0.32191E+00    16
 81900  0.32095E+00    15
 82000  0.31865E+00    15
 82100  0.31768E+00    16
 82200  0.31536E+00    17
 82300  0.31439E+00    18
 82400  0.31342E+00    18
 82500  0.31108E+00    19
 82600  0.30738E+00    21
 82700  0.30230E+00    22
 82800  0.29721E+00    21
 82900  0.29211E+00    19
 83000  0.29110E+00    18
 83100  0.29145E+00    19
 83200  0.29180E+00    19
 83300  0.29352E+00    18
 83400  0.29387E+00    17
 83500  0.29285E+00    17
 83600  0.29183E+00    18
 83700  0.29218E+00    19
 83800  0.29390E+00    19
 83900  0.29702E+00    18
 84000  0.30014E+00    18
 84100  0.30188E+00    18
 84200  0.30501E+00    17
 84300  0.30815E+00    17
 84400  0.31130E+00    18
 84500  0.31445E+00    18
 84600  0.31900E+00    18
 84700  0.32356E+00    19
 84800  0.32813E+00    19
 84900  0.33271E+00    19
 85000  0.33730E+00    19
 85100  0.34190E+00    20
 85200  0.34511E+00    21
 85300  0.34832E+00    21
 85400  0.35154E+00    21
 85500  0.35477E+00    21
 85600  0.35801E+00    21
 85700  0.35984E+00    21
 85800  0.36167E+00    21
 85900  0.36209E+00    21
 86000  0.36109E+00    22
 86100  0.36010E+00    23
 86200  0.35910E+00    25
 86300  0.35809E+00    26
 86400  0.35566E+00    27
 86500  0.35465E+00    26
 86600  0.35363E+00    25
 86700  0.35261E+00    24
 86800  0.35159E+00    25
 86900  0.34913E+00    26
 87000  0.34810E+00    26
 87100  0.34563E+00    24
 87200  0.34460E+00    23
 87300  0.34355E+00    23
 87400  0.33963E+00    24
 87500  0.33281E+00    23
 87600  0.31733E+00    23
 87700  0.29025E+00    22
 87800  0.25300E+00    22
 87900  0.21710E+00    22
 88000  0.19706E+00    22
 88100  0.20309E+00    22
 88200  0.22801E+00    22
 88300  0.26171E+00    21
 88400  0.29112E+00    22
 88500  0.31185E+00    22
 88600  0.32387E+00    23
 88700  0.33154E+00    23
 88800  0.33630E+00    24
 88900  0.34107E+00    23
 89000  0.34585E+00    23
 89100  0.35064E+00    24
 89200  0.35397E+00    23
 89300  0.35731E+00    23
 89400  0.35918E+00    22
 89500  0.35958E+00    21
 89600  0.36146E+00    21
 89700  0.36334E+00    21
 89800  0.36374E+00    22
 89900  0.36563E+00    22
 90000  0.36603E+00    23
 90100  0.36496E+00    23
 90200  0.36388E+00    23
 90300  0.36279E+00    22
 90400  0.36171E+00    22
 90500  0.36062E+00    22
 90600  0.36102E+00    22
 90700  0.36291E+00    22
 90800  0.36331E+00    21
 90900  0.36520E+00    21
 91000  0.36710E+00    21
 91100  0.37051E+00    22
 91200  0.37091E+00    22
 91300  0.37282E+00    21
 91400  0.37323E+00    21
 91500  0.37213E+00    20
 91600  0.37103E+00    20
 91700  0.36842E+00    20
 91800  0.36731E+00    21
 91900  0.36468E+00    23
 92000  0.36356E+00    24
 92100  0.36396E+00    24
 92200  0.36284E+00    24
 92300  0.36323E+00    22
 92400  0.36210E+00    20
 92500  0.36249E+00    19
 92600  0.35984E+00    18
 92700  0.36023E+00    18
 92800  0.35909E+00    18
 92900  0.35947E+00    18
 93000  0.36139E+00    18
 93100  0.36178E+00    18
 93200  0.36370E+00    18
 93300  0.36409E+00    18
 93400  0.36448E+00    18
 93500  0.36641E+00    18
 93600  0.36680E+00    17
 93700  0.36565E+00    17
 93800  0.36604E+00    16
 93900  0.36643E+00    16
 94000  0.36837E+00    16
 94100  0.36876E+00    17
 94200  0.37071E+00    17
 94300  0.37110E+00    17
 94400  0.37305E+00    16
 94500  0.37500E+00    16
 94600  0.37695E+00    16
 94700  0.37891E+00    16
 94800  0.38243E+00    15
 94900  0.38596E+00    15
 95000  0.38950E+00    15
 95100  0.39304E+00    15
 95200  0.39502E+00    16
 95300  0.39544E+00    16
 95400  0.39585E+00    17
 95500  0.39469E+00    17
 95600  0.39196E+00    18
 95700  0.39079E+00    18
 95800  0.38805E+00    18
 95900  0.38529E+00    18
 96000  0.38253E+00    16
 96100  0.37977E+00    14
 96200  0.37858E+00    13
 96300  0.37739E+00    13
 96400  0.37778E+00    14
 96500  0.37976E+00    15
 96600  0.38174E+00    16
 96700  0.38532E+00    17
 96800  0.38731E+00    17
 96900  0.39091E+00    16
 97000  0.39291E+00    16
 97100  0.39331E+00    15
 97200  0.39372E+00    13
 97300  0.39412E+00    11
 97400  0.39292E+00    10
 97500  0.39172E+00     9
 97600  0.39212E+00     9
 97700  0.39252E+00    10
 97800  0.39293E+00    11
 97900  0.39494E+00    12
 98000  0.39696E+00    12
 98100  0.39898E+00    13
 98200  0.40100E+00    14
 98300  0.40303E+00    14
 98400  0.40506E+00    14
 98500  0.40709E+00    14
 98600  0.40913E+00    14
 98700  0.41117E+00    15
 98800  0.41321E+00    15
 98900  0.41526E+00    15
 99000  0.41894E+00    13
 99100  0.42263E+00    11
 99200  0.42795E+00     8
 99300  0.43165E+00     6
 99400  0.43700E+00     6
 99500  0.44071E+00     6
 99600  0.44444E+00     5
 99700  0.44817E+00     6
 99800  0.45026E+00     8
 99900  0.45400E+00    10
100000  0.45610E+00    12
100100  0.45985E+00    13
100200  0.46526E+00    13
100300  0.46903E+00    13
100400  0.47446E+00    12
100500  0.48155E+00    12
100600  0.48866E+00    11
100700  0.49577E+00    11
100800  0.50124E+00    11
100900  0.50839E+00    11
101000  0.51554E+00    11
101100  0.52105E+00    13
101200  0.52656E+00    14
101300  0.53209E+00    15
101400  0.53595E+00    16
101500  0.53982E+00    16
101600  0.54370E+00    16
101700  0.54758E+00    15
101800  0.54812E+00    13
101900  0.54866E+00    12
102000  0.54752E+00    11
102100  0.54469E+00    11
102200  0.54186E+00    12
102300  0.53902E+00    12
102400  0.53618E+00    12
102500  0.53501E+00    11
102600  0.53216E+00    10
102700  0.52760E+00    10
102800  0.52473E+00    11
102900  0.52016E+00    12
103000  0.51727E+00    13
103100  0.51268E+00    13
103200  0.51148E+00    13
103300  0.51027E+00    12
103400  0.50907E+00    11
103500  0.50956E+00    10
103600  0.51005E+00     9
103700  0.51054E+00     9
103800  0.51104E+00     9
103900  0.50982E+00     9
104000  0.50860E+00     9
104100  0.50737E+00    10
104200  0.50614E+00    12
104300  0.50491E+00    13
104400  0.50196E+00    14
104500  0.50244E+00    15
104600  0.50120E+00    15
104700  0.50167E+00    15
104800  0.50215E+00    15
104900  0.50436E+00    14
105000  0.50657E+00    13
105100  0.50878E+00    13
105200  0.51100E+00    12
105300  0.51148E+00    12
105400  0.51371E+00    12
105500  0.51593E+00    12
105600  0.51816E+00    12
105700  0.52039E+00    12
105800  0.52437E+00    11
105900  0.52661E+00    11
106000  0.53059E+00    10
106100  0.53284E+00     9
106200  0.53509E+00     9
106300  0.53735E+00     9
106400  0.53960E+00     9
106500  0.54186E+00    10
106600  0.54413E+00    10
106700  0.54640E+00    10
106800  0.55042E+00    10
106900  0.55270E+00    11
107000  0.55322E+00    13
107100  0.55550E+00    14
107200  0.55602E+00    16
107300  0.55477E+00    17
107400  0.55352E+00    18
107500  0.55226E+00    18
107600  0.55100E+00    19
107700  0.54974E+00    19
107800  0.54848E+00    19
107900  0.54721E+00    17
108000  0.54772E+00    15
108100  0.54823E+00    13
108200  0.55051E+00    11
108300  0.55281E+00    10
108400  0.55510E+00    10
108500  0.55740E+00    10
108600  0.55970E+00    12
108700  0.56022E+00    13
108800  0.55894E+00    14
108900  0.55766E+00    14
109000  0.55638E+00    13
109100  0.55330E+00    13
109200  0.55021E+00    13
109300  0.54891E+00    13
109400  0.54581E+00    13
109500  0.54270E+00    14
109600  0.54140E+00    14
109700  0.54008E+00    15
109800  0.53877E+00    15
109900  0.53926E+00    17
110000  0.53975E+00    18
110100  0.54024E+00    20
110200  0.54254E+00    21
110300  0.54485E+00    22
110400  0.54716E+00    22
110500  0.54766E+00    21
110600  0.54816E+00    21
110700  0.54683E+00    19
110800  0.54550E+00    18
110900  0.54599E+00    17
111000  0.54466E+00    17
111100  0.54515E+00    16
111200  0.54381E+00    15
111300  0.54429E+00    15
111400  0.54478E+00    15
111500  0.54344E+00    16
111600  0.54392E+00    16
111700  0.54073E+00    17
111800  0.53938E+00    17
111900  0.53617E+00    18
112000  0.53296E+00    17
112100  0.52975E+00    17
112200  0.52653E+00    17
112300  0.52330E+00    16
112400  0.52191E+00    15
112500  0.52052E+00    15
112600  0.51913E+00    15
112700  0.51959E+00    15
112800  0.52191E+00    16
112900  0.52238E+00    16
113000  0.52470E+00    16
113100  0.52703E+00    16
113200  0.53122E+00    17
113300  0.53355E+00    17
113400  0.53589E+00    18
113500  0.53823E+00    18
113600  0.54058E+00    17
113700  0.54105E+00    17
113800  0.54340E+00    16
113900  0.54388E+00    15
114000  0.54624E+00    14
114100  0.54672E+00    14
114200  0.54907E+00    14
114300  0.55144E+00    14
114400  0.55380E+00    14
114500  0.55617E+00    14
114600  0.55855E+00    14
114700  0.56281E+00    14
114800  0.56519E+00    13
114900  0.56947E+00    13
115000  0.57186E+00    14
115100  0.57614E+00    15
115200  0.58044E+00    16
115300  0.58474E+00    17
115400  0.58905E+00    17
115500  0.59336E+00    18
115600  0.59768E+00    18
115700  0.60010E+00    18
115800  0.60253E+00    19
115900  0.60496E+00    19
116000  0.60548E+00    18
116100  0.60791E+00    18
116200  0.60844E+00    17
116300  0.61088E+00    15
116400  0.61140E+00    14
116500  0.61384E+00    14
116600  0.61437E+00    14
116700  0.61682E+00    14
116800  0.61735E+00    15
116900  0.61788E+00    16
117000  0.61841E+00    16
117100  0.61701E+00    16
117200  0.61560E+00    16
117300  0.61227E+00    16
117400  0.60892E+00    17
117500  0.60751E+00    17
117600  0.60415E+00    18
117700  0.60079E+00    19
117800  0.59936E+00    20
117900  0.59793E+00    21
118000  0.59649E+00    22
118100  0.59700E+00    22
118200  0.59555E+00    22
118300  0.59606E+00    21
118400  0.59656E+00    20
118500  0.59511E+00    20
118600  0.59366E+00    19
118700  0.59221E+00    18
118800  0.59075E+00    16
118900  0.58929E+00    15
119000  0.58587E+00    15
119100  0.58440E+00    14
119200  0.58293E+00    14
119300  0.58145E+00    15
119400  0.57997E+00    16
119500  0.58046E+00    16
119600  0.57898E+00    17
119700  0.57946E+00    18
119800  0.57994E+00    19
119900  0.57845E+00    21
120000  0.57894E+00    22
120100  0.57744E+00    22
120200  0.57594E+00    23
120300  0.57444E+00    23
120400  0.57294E+00    23
120500  0.57143E+00    22
120600  0.56793E+00    21
120700  0.56641E+00    20
120800  0.56291E+00    19
120900  0.56337E+00    18
121000  0.56185E+00    17
121100  0.56231E+00    17
121200  0.56277E+00    18
121300  0.56524E+00    18
121400  0.56770E+00    19
121500  0.57017E+00    20
121600  0.57264E+00    20
121700  0.57512E+00    21
121800  0.57759E+00    21
121900  0.58007E+00    21
122000  0.58457E+00    20
122100  0.58505E+00    19
122200  0.58754E+00    18
122300  0.59003E+00    17
122400  0.59052E+00    16
122500  0.59302E+00    16
122600  0.59350E+00    17
122700  0.59398E+00    18
122800  0.59649E+00    18
122900  0.59698E+00    18
123000  0.59949E+00    19
123100  0.60200E+00    18
123200  0.60655E+00    18
123300  0.61110E+00    18
123400  0.61566E+00    19
123500  0.62022E+00    19
123600  0.62480E+00    20
123700  0.62938E+00    21
123800  0.63396E+00    22
123900  0.64059E+00    23
124000  0.64520E+00    23
124100  0.65185E+00    23
124200  0.65851E+00    22
124300  0.66313E+00    22
124400  0.66981E+00    21
124500  0.67445E+00    20
124600  0.68114E+00    20
124700  0.68580E+00    19
124800  0.69046E+00    19
124900  0.69307E+00    19
125000  0.69568E+00    19
125100  0.69830E+00    20
125200  0.70092E+00    20
125300  0.69941E+00    20
125400  0.69997E+00    21
125500  0.69846E+00    22
125600  0.69695E+00    22
125700  0.69544E+00    23
125800  0.69392E+00    24
125900  0.69240E+00    24
126000  0.69295E+00    24
