# Relative Spectral Response per erg (Equal-Energy); Jarrett et al. 2011
#  W4     RSR     uncertainty (parts per thousand)
125300  0.40101E-07    61
125400  0.39527E-07    61
125500  0.39598E-07    60
125600  0.39062E-07    60
125700  0.38447E-07    60
125800  0.37812E-07    60
125900  0.37116E-07    60
126000  0.36223E-07    61
126100  0.35702E-07    60
126200  0.35397E-07    60
126300  0.34933E-07    60
126400  0.34390E-07    60
126500  0.33806E-07    60
126600  0.33143E-07    60
126700  0.31886E-07    60
126800  0.31319E-07    60
126900  0.30751E-07    60
127000  0.29984E-07    60
127100  0.29632E-07    60
127200  0.29437E-07    60
127300  0.29460E-07    60
127400  0.29285E-07    60
127500  0.29109E-07    60
127600  0.29132E-07    60
127700  0.28956E-07    60
127800  0.29576E-07    60
127900  0.30177E-07    60
128000  0.30998E-07    60
128100  0.31800E-07    60
128200  0.32803E-07    60
128300  0.33808E-07    60
128400  0.35814E-07    60
128500  0.38503E-07    60
128600  0.41758E-07    60
128700  0.45458E-07    60
128800  0.49706E-07    60
128900  0.54763E-07    61
129000  0.60792E-07    61
129100  0.66408E-07    62
129200  0.72798E-07    62
129300  0.80687E-07    63
129400  0.90443E-07    64
129500  0.10277E-06    65
129600  0.11991E-06    67
129700  0.13713E-06    69
129800  0.15359E-06    73
129900  0.17372E-06    78
130000  0.19871E-06    83
130100  0.23280E-06    88
130200  0.27739E-06    94
130300  0.33787E-06   101
130400  0.36960E-06   116
130500  0.40444E-06   132
130600  0.44624E-06   149
130700  0.49564E-06   165
130800  0.55896E-06   183
130900  0.64664E-06   199
131000  0.59776E-06   211
131100  0.70173E-06   234
131200  0.69532E-06   253
131300  0.69217E-06   269
131400  0.68390E-06   286
131500  0.67336E-06   303
131600  0.66034E-06   320
131700  0.63521E-06   331
131800  0.60736E-06   341
131900  0.58112E-06   350
132000  0.39429E-06   339
132100  0.10420E-05    88
132200  0.10488E-05    88
132300  0.10588E-05    88
132400  0.10638E-05    88
132500  0.10689E-05    88
132600  0.10732E-05    87
132700  0.10740E-05    87
132800  0.10732E-05    87
132900  0.10748E-05    87
133000  0.10756E-05    87
133100  0.10768E-05    87
133200  0.10768E-05    86
133300  0.10747E-05    86
133400  0.10697E-05    86
133500  0.10337E-05    86
133600  0.10942E-05    86
133700  0.10929E-05    86
133800  0.10540E-05    85
133900  0.10616E-05    85
134000  0.10559E-05    85
134100  0.10828E-05    85
134200  0.10824E-05    85
134300  0.10794E-05    85
134400  0.10398E-05    84
134500  0.10471E-05    84
134600  0.10856E-05    84
134700  0.10868E-05    84
134800  0.10908E-05    84
134900  0.10922E-05    84
135000  0.10943E-05    84
135100  0.11004E-05    83
135200  0.11046E-05    83
135300  0.11109E-05    83
135400  0.11153E-05    83
135500  0.11220E-05    83
135600  0.11290E-05    82
135700  0.11336E-05    83
135800  0.11050E-05    82
135900  0.11219E-05    82
136000  0.11259E-05    81
136100  0.11229E-05    81
136200  0.11503E-05    81
136300  0.11528E-05    81
136400  0.11530E-05    81
136500  0.11241E-05    80
136600  0.11322E-05    80
136700  0.11353E-05    80
136800  0.11368E-05    80
136900  0.11372E-05    80
137000  0.11366E-05    79
137100  0.11346E-05    79
137200  0.11363E-05    79
137300  0.11431E-05    79
137400  0.11484E-05    79
137500  0.11510E-05    79
137600  0.11516E-05    78
137700  0.11379E-05    78
137800  0.11576E-05    78
137900  0.11576E-05    78
138000  0.11599E-05    78
138100  0.11622E-05    78
138200  0.11670E-05    78
138300  0.11691E-05    78
138400  0.11714E-05    77
138500  0.11755E-05    77
138600  0.11772E-05    77
138700  0.11807E-05    77
138800  0.11837E-05    77
138900  0.11863E-05    77
139000  0.11891E-05    77
139100  0.11917E-05    77
139200  0.11769E-05    76
139300  0.11858E-05    76
139400  0.11875E-05    76
139500  0.11710E-05    76
139600  0.12040E-05    76
139700  0.12049E-05    76
139800  0.12083E-05    76
139900  0.12099E-05    76
140000  0.12116E-05    76
140100  0.12009E-05    76
140200  0.12094E-05    76
140300  0.12081E-05    76
140400  0.12177E-05    76
140500  0.12196E-05    76
140600  0.12225E-05    77
140700  0.12266E-05    77
140800  0.12086E-05    76
140900  0.12150E-05    76
141000  0.12277E-05    77
141100  0.12209E-05    77
141200  0.12149E-05    77
141300  0.12096E-05    77
141400  0.11920E-05    77
141500  0.11950E-05    77
141600  0.11935E-05    77
141700  0.11886E-05    77
141800  0.11704E-05    77
141900  0.11874E-05    77
142000  0.11849E-05    78
142100  0.11638E-05    77
142200  0.11708E-05    78
142300  0.11717E-05    78
142400  0.11714E-05    78
142500  0.11726E-05    78
142600  0.11766E-05    78
142700  0.11794E-05    78
142800  0.11804E-05    78
142900  0.11770E-05    78
143000  0.11743E-05    78
143100  0.11722E-05    78
143200  0.11742E-05    78
143300  0.11790E-05    78
143400  0.11816E-05    78
143500  0.11833E-05    78
143600  0.11772E-05    78
143700  0.11933E-05    78
143800  0.11983E-05    78
143900  0.12010E-05    78
144000  0.12054E-05    78
144100  0.12100E-05    78
144200  0.12143E-05    78
144300  0.12209E-05    78
144400  0.11881E-05    78
144500  0.12145E-05    78
144600  0.12363E-05    78
144700  0.12408E-05    78
144800  0.12475E-05    78
144900  0.12542E-05    78
145000  0.12522E-05    78
145100  0.12693E-05    77
145200  0.12785E-05    78
145300  0.12882E-05    77
145400  0.12948E-05    77
145500  0.12832E-05    77
145600  0.13111E-05    77
145700  0.13206E-05    77
145800  0.13220E-05    77
145900  0.13460E-05    77
146000  0.13617E-05    76
146100  0.13700E-05    76
146200  0.13766E-05    76
146300  0.13764E-05    76
146400  0.13844E-05    76
146500  0.14079E-05    76
146600  0.14219E-05    76
146700  0.14352E-05    76
146800  0.14462E-05    76
146900  0.14502E-05    76
147000  0.14551E-05    76
147100  0.14634E-05    75
147200  0.14740E-05    75
147300  0.14849E-05    75
147400  0.14912E-05    75
147500  0.14977E-05    75
147600  0.15068E-05    75
147700  0.15002E-05    75
147800  0.15201E-05    75
147900  0.15269E-05    74
148000  0.15334E-05    74
148100  0.15398E-05    74
148200  0.15466E-05    74
148300  0.15479E-05    74
148400  0.15517E-05    74
148500  0.15490E-05    74
148600  0.15725E-05    74
148700  0.15794E-05    74
148800  0.15816E-05    74
148900  0.15780E-05    74
149000  0.15716E-05    74
149100  0.15632E-05    74
149200  0.15654E-05    74
149300  0.15655E-05    74
149400  0.15459E-05    74
149500  0.15797E-05    74
149600  0.15852E-05    74
149700  0.15893E-05    74
149800  0.15883E-05    74
149900  0.15877E-05    74
150000  0.15859E-05    74
150100  0.15865E-05    74
150200  0.15906E-05    74
150300  0.15959E-05    74
150400  0.15995E-05    74
150500  0.16025E-05    74
150600  0.16047E-05    74
150700  0.16077E-05    74
150800  0.16073E-05    74
150900  0.16027E-05    74
151000  0.15970E-05    74
151100  0.15766E-05    74
151200  0.15927E-05    74
151300  0.15728E-05    74
151400  0.15901E-05    74
151500  0.15921E-05    74
151600  0.15899E-05    74
151700  0.15869E-05    74
151800  0.15783E-05    74
151900  0.15606E-05    75
152000  0.15810E-05    75
152100  0.15792E-05    75
152200  0.15774E-05    75
152300  0.15778E-05    75
152400  0.15762E-05    75
152500  0.15744E-05    76
152600  0.15749E-05    76
152700  0.15757E-05    76
152800  0.15760E-05    76
152900  0.15768E-05    76
153000  0.15776E-05    76
153100  0.15577E-05    76
153200  0.15639E-05    77
153300  0.15621E-05    77
153400  0.15435E-05    77
153500  0.15833E-05    77
153600  0.15843E-05    77
153700  0.15880E-05    77
153800  0.15602E-05    77
153900  0.15689E-05    77
154000  0.15678E-05    78
154100  0.15628E-05    78
154200  0.15667E-05    78
154300  0.15754E-05    78
154400  0.15865E-05    78
154500  0.15945E-05    78
154600  0.16018E-05    78
154700  0.16026E-05    78
154800  0.15921E-05    78
154900  0.16450E-05    79
155000  0.16518E-05    79
155100  0.16589E-05    79
155200  0.16310E-05    78
155300  0.16500E-05    79
155400  0.16682E-05    79
155500  0.16867E-05    78
155600  0.16997E-05    78
155700  0.17095E-05    78
155800  0.17123E-05    78
155900  0.17656E-05    78
156000  0.17789E-05    78
156100  0.17917E-05    78
156200  0.18067E-05    78
156300  0.18193E-05    78
156400  0.18336E-05    78
156500  0.18177E-05    78
156600  0.18374E-05    78
156700  0.18513E-05    77
156800  0.18632E-05    77
156900  0.18754E-05    77
157000  0.18908E-05    77
157100  0.19079E-05    77
157200  0.19221E-05    77
157300  0.19328E-05    77
157400  0.19421E-05    77
157500  0.19502E-05    77
157600  0.19549E-05    77
157700  0.19483E-05    77
157800  0.20026E-05    77
157900  0.20127E-05    77
158000  0.20221E-05    77
158100  0.20345E-05    77
158200  0.19833E-05    77
158300  0.20097E-05    77
158400  0.20132E-05    77
158500  0.20720E-05    77
158600  0.20817E-05    77
158700  0.20909E-05    77
158800  0.21006E-05    77
158900  0.21099E-05    77
159000  0.21196E-05    77
159100  0.21289E-05    77
159200  0.20918E-05    77
159300  0.21120E-05    77
159400  0.21178E-05    77
159500  0.21082E-05    77
159600  0.21751E-05    78
159700  0.21857E-05    78
159800  0.21957E-05    78
159900  0.22058E-05    78
160000  0.22159E-05    78
160100  0.22298E-05    78
160200  0.22407E-05    78
160300  0.22523E-05    78
160400  0.22634E-05    78
160500  0.22753E-05    78
160600  0.22870E-05    78
160700  0.22990E-05    78
160800  0.23114E-05    78
160900  0.22908E-05    78
161000  0.23190E-05    78
161100  0.23315E-05    78
161200  0.23649E-05    78
161300  0.23691E-05    78
161400  0.23723E-05    78
161500  0.24004E-05    78
161600  0.24007E-05    78
161700  0.23996E-05    79
161800  0.24238E-05    78
161900  0.24218E-05    79
162000  0.24253E-05    79
162100  0.24346E-05    79
162200  0.24717E-05    79
162300  0.24816E-05    79
162400  0.24899E-05    79
162500  0.24958E-05    80
162600  0.24996E-05    80
162700  0.25265E-05    79
162800  0.25250E-05    80
162900  0.25199E-05    80
163000  0.25098E-05    80
163100  0.24786E-05    80
163200  0.25152E-05    81
163300  0.25165E-05    81
163400  0.25177E-05    81
163500  0.25035E-05    81
163600  0.25224E-05    81
163700  0.25275E-05    81
163800  0.25178E-05    81
163900  0.25270E-05    81
164000  0.25298E-05    81
164100  0.25324E-05    81
164200  0.25349E-05    82
164300  0.25639E-05    81
164400  0.25680E-05    81
164500  0.25695E-05    82
164600  0.25737E-05    82
164700  0.25752E-05    82
164800  0.25794E-05    82
164900  0.25809E-05    83
165000  0.26108E-05    82
165100  0.26123E-05    82
165200  0.26139E-05    83
165300  0.26155E-05    83
165400  0.26454E-05    83
165500  0.26470E-05    84
165600  0.26744E-05    83
165700  0.26760E-05    84
165800  0.26751E-05    84
165900  0.27128E-05    84
166000  0.27274E-05    84
166100  0.27523E-05    84
166200  0.27436E-05    85
166300  0.27375E-05    85
166400  0.27780E-05    85
166500  0.28030E-05    85
166600  0.27891E-05    86
166700  0.28246E-05    86
166800  0.28315E-05    86
166900  0.28773E-05    86
167000  0.29025E-05    86
167100  0.29250E-05    86
167200  0.29502E-05    86
167300  0.29754E-05    86
167400  0.29981E-05    87
167500  0.30233E-05    87
167600  0.30486E-05    88
167700  0.30740E-05    88
167800  0.30993E-05    88
167900  0.31221E-05    89
168000  0.31658E-05    88
168100  0.31939E-05    88
168200  0.31879E-05    88
168300  0.32501E-05    89
168400  0.33045E-05    88
168500  0.33300E-05    89
168600  0.33530E-05    89
168700  0.34076E-05    89
168800  0.34306E-05    90
168900  0.34563E-05    90
169000  0.35268E-05    89
169100  0.35763E-05    89
169200  0.36337E-05    90
169300  0.36596E-05    90
169400  0.36829E-05    90
169500  0.37299E-05    91
169600  0.37506E-05    91
169700  0.38083E-05    91
169800  0.38687E-05    91
169900  0.39028E-05    91
170000  0.39633E-05    91
170100  0.39948E-05    92
170200  0.40501E-05    92
170300  0.41029E-05    92
170400  0.41239E-05    92
170500  0.41715E-05    93
170600  0.42138E-05    93
170700  0.42588E-05    93
170800  0.42905E-05    93
170900  0.43622E-05    93
171000  0.44340E-05    93
171100  0.44979E-05    93
171200  0.45459E-05    94
171300  0.45619E-05    94
171400  0.45752E-05    95
171500  0.46046E-05    95
171600  0.46607E-05    95
171700  0.47142E-05    96
171800  0.48748E-05    95
171900  0.49473E-05    95
172000  0.50278E-05    95
172100  0.50683E-05    96
172200  0.51007E-05    97
172300  0.51547E-05    96
172400  0.51603E-05    97
172500  0.50693E-05    97
172600  0.51018E-05    98
172700  0.51317E-05    98
172800  0.51912E-05    98
172900  0.52238E-05    99
173000  0.52564E-05    99
173100  0.54077E-05    98
173200  0.55430E-05    99
173300  0.55948E-05    99
173400  0.56115E-05    99
173500  0.55797E-05    99
173600  0.55099E-05   100
173700  0.55428E-05   100
173800  0.55758E-05   100
173900  0.56359E-05   100
174000  0.58179E-05   100
174100  0.59243E-05   100
174200  0.59711E-05   100
174300  0.59094E-05   100
174400  0.58775E-05   101
174500  0.59379E-05   101
174600  0.61208E-05   101
174700  0.63011E-05   101
174800  0.64055E-05   101
174900  0.64909E-05   101
175000  0.65600E-05   101
175100  0.66155E-05   101
175200  0.66903E-05   101
175300  0.67842E-05   102
175400  0.68591E-05   102
175500  0.69313E-05   102
175600  0.68231E-05   102
175700  0.69310E-05   102
175800  0.70636E-05   102
175900  0.71991E-05   102
176000  0.74060E-05   103
176100  0.76900E-05   102
176200  0.78672E-05   102
176300  0.80419E-05   102
176400  0.81701E-05   103
176500  0.83397E-05   103
176600  0.84929E-05   103
176700  0.86408E-05   103
176800  0.88384E-05   103
176900  0.90225E-05   103
177000  0.92316E-05   103
177100  0.93885E-05   103
177200  0.94738E-05   104
177300  0.97111E-05   104
177400  0.99514E-05   104
177500  0.10214E-04   104
177600  0.10480E-04   104
177700  0.10823E-04   104
177800  0.11381E-04   103
177900  0.11866E-04   103
178000  0.12316E-04   104
178100  0.12726E-04   104
178200  0.13141E-04   103
178300  0.13531E-04   104
178400  0.13972E-04   104
178500  0.14455E-04   104
178600  0.14970E-04   104
178700  0.15554E-04   104
178800  0.16184E-04   104
178900  0.16920E-04   104
179000  0.17724E-04   104
179100  0.18548E-04   104
179200  0.19301E-04   105
179300  0.20314E-04   105
179400  0.21516E-04   106
179500  0.22738E-04   105
179600  0.24555E-04   106
179700  0.26390E-04   106
179800  0.28309E-04   106
179900  0.30678E-04   107
180000  0.32994E-04   108
180100  0.35481E-04   108
180200  0.37549E-04   111
180300  0.39535E-04   113
180400  0.42957E-04   117
180500  0.46354E-04   120
180600  0.50205E-04   123
180700  0.54735E-04   127
180800  0.59890E-04   131
180900  0.66487E-04   135
181000  0.73317E-04   138
181100  0.84132E-04   142
181200  0.96961E-04   146
181300  0.11342E-03   150
181400  0.11345E-03   175
181500  0.11705E-03   207
181600  0.11485E-03   239
181700  0.11223E-03   269
181800  0.10875E-03   300
181900  0.10504E-03   329
182000  0.10054E-03   359
182100  0.96536E-04   388
182200  0.69263E-04   383
182300  0.83894E-04   404
182400  0.90019E-04   423
182500  0.92797E-04   443
182600  0.92393E-04   460
182700  0.67405E-04   485
182800  0.33166E-04   506
182900  0.40732E-04   618
183000  0.31977E-04   646
183100  0.25561E-04   672
183200  0.20682E-04   695
183300  0.16888E-04   718
183400  0.14135E-04   737
183500  0.12005E-04   755
183600  0.10342E-04   771
183700  0.90804E-05   786
183800  0.63918E-05   625
183900  0.76497E-05   662
184000  0.56021E-05   699
184100  0.63793E-05   704
184200  0.73265E-05   705
184300  0.79620E-05   705
184400  0.81817E-05   705
184500  0.77723E-05   705
184600  0.66783E-05   705
184700  0.50913E-05   705
184800  0.34478E-05   705
184900  0.36945E-05   705
185000  0.65257E-05   705
185100  0.96915E-05   705
185200  0.12356E-04   705
185300  0.14094E-04   705
185400  0.14142E-04   705
185500  0.11561E-04   705
185600  0.24696E-05   704
185700  0.11964E-05   992
185800  0.12775E-05   991
185900  0.13708E-05   990
186000  0.14660E-05   989
186100  0.15766E-05   988
186200  0.13699E-04   702
186300  0.20797E-04   702
186400  0.23897E-04   701
186500  0.23099E-04   701
186600  0.18447E-04   700
186700  0.76324E-05   700
186800  0.25615E-05   981
186900  0.26909E-05   981
187000  0.27923E-05   981
187100  0.64687E-05   700
187200  0.20536E-04   707
187300  0.29840E-04   707
187400  0.36977E-04   707
187500  0.42370E-04   707
187600  0.46483E-04   707
187700  0.49548E-04   707
187800  0.51504E-04   707
187900  0.52497E-04   707
188000  0.52555E-04   707
188100  0.51938E-04   707
188200  0.50852E-04   707
188300  0.49706E-04   707
188400  0.49586E-04   707
188500  0.50816E-04   707
188600  0.53163E-04   707
188700  0.56629E-04   707
188800  0.61040E-04   707
188900  0.65338E-04   707
189000  0.70318E-04   707
189100  0.75509E-04   707
189200  0.81088E-04   707
189300  0.86231E-04   707
189400  0.91203E-04   707
189500  0.95678E-04   707
189600  0.98769E-04   707
189700  0.10039E-03   707
189800  0.98223E-04   707
189900  0.90941E-04   707
190000  0.76282E-04   707
190100  0.49530E-04   707
190200  0.25483E-04  1000
190300  0.27740E-04  1000
190400  0.30215E-04  1000
190500  0.54648E-04   699
190600  0.10264E-03   735
190700  0.34272E-03   541
190800  0.80407E-03   311
190900  0.14978E-02   239
191000  0.20629E-02   208
191100  0.25077E-02   202
191200  0.26433E-02   213
191300  0.26980E-02   225
191400  0.25906E-02   226
191500  0.24255E-02   220
191600  0.21409E-02   202
191700  0.17587E-02   185
191800  0.12964E-02   167
191900  0.70530E-03   315
192000  0.30828E-03   424
192100  0.17639E-03   707
192200  0.67857E-04   707
192300  0.16438E-03  1000
192400  0.18023E-03  1000
192500  0.16369E-03   707
192600  0.30085E-03   707
192700  0.42705E-03   707
192800  0.54617E-03   707
192900  0.65490E-03   707
193000  0.15095E-03   361
193100  0.74550E-03   654
193200  0.81569E-03   580
193300  0.92268E-03   453
193400  0.10530E-02   371
193500  0.12265E-02   334
193600  0.14029E-02   324
193700  0.17762E-02   301
193800  0.22090E-02   274
193900  0.29642E-02   221
194000  0.38672E-02   166
194100  0.47912E-02   120
194200  0.56344E-02    84
194300  0.63393E-02    59
194400  0.68512E-02    49
194500  0.73152E-02    46
194600  0.76493E-02    49
194700  0.79776E-02    55
194800  0.82335E-02    52
194900  0.84867E-02    50
195000  0.88554E-02    54
195100  0.93066E-02    60
195200  0.99923E-02    72
195300  0.10916E-01    84
195400  0.12081E-01    94
195500  0.13649E-01    97
195600  0.15414E-01    95
195700  0.17887E-01    87
195800  0.20500E-01    77
195900  0.24044E-01    71
196000  0.27777E-01    65
196100  0.32494E-01    63
196200  0.37369E-01    62
196300  0.42860E-01    61
196400  0.48969E-01    60
196500  0.56002E-01    58
196600  0.63654E-01    56
196700  0.71927E-01    54
196800  0.81434E-01    53
196900  0.91564E-01    52
197000  0.10413E+00    51
197100  0.11701E+00    51
197200  0.13261E+00    52
197300  0.14887E+00    53
197400  0.16785E+00    54
197500  0.18713E+00    55
197600  0.20858E+00    57
197700  0.23132E+00    57
197800  0.25558E+00    58
197900  0.28203E+00    58
198000  0.30928E+00    59
198100  0.34337E+00    58
198200  0.37719E+00    58
198300  0.41444E+00    57
198400  0.45142E+00    57
198500  0.48874E+00    56
198600  0.52610E+00    55
198700  0.55731E+00    54
198800  0.58855E+00    53
198900  0.61704E+00    50
199000  0.64245E+00    48
199100  0.66479E+00    45
199200  0.68715E+00    43
199300  0.70612E+00    41
199400  0.72541E+00    39
199500  0.74131E+00    38
199600  0.75443E+00    37
199700  0.76103E+00    37
199800  0.76794E+00    37
199900  0.76833E+00    37
200000  0.76902E+00    37
200100  0.76629E+00    37
200200  0.76667E+00    37
200300  0.76737E+00    36
200400  0.76775E+00    36
200500  0.77126E+00    35
200600  0.77508E+00    35
200700  0.77859E+00    35
200800  0.78211E+00    36
200900  0.78562E+00    37
201000  0.78601E+00    38
201100  0.78672E+00    38
201200  0.79024E+00    39
201300  0.79691E+00    39
201400  0.80671E+00    38
201500  0.81653E+00    38
201600  0.82949E+00    37
201700  0.83933E+00    36
201800  0.84886E+00    35
201900  0.85556E+00    34
202000  0.85599E+00    33
202100  0.85956E+00    33
202200  0.85684E+00    32
202300  0.85726E+00    32
202400  0.85453E+00    34
202500  0.85180E+00    36
202600  0.84938E+00    38
202700  0.84980E+00    40
202800  0.84390E+00    41
202900  0.83800E+00    42
203000  0.83209E+00    42
203100  0.82617E+00    41
203200  0.82025E+00    40
203300  0.81749E+00    39
203400  0.81789E+00    37
203500  0.81829E+00    36
203600  0.82472E+00    35
203700  0.83147E+00    35
203800  0.84140E+00    35
203900  0.84816E+00    35
204000  0.85493E+00    35
204100  0.85853E+00    35
204200  0.86213E+00    35
204300  0.86573E+00    34
204400  0.86934E+00    33
204500  0.87614E+00    33
204600  0.88294E+00    32
204700  0.89293E+00    31
204800  0.89975E+00    31
204900  0.90976E+00    31
205000  0.91020E+00    32
205100  0.91384E+00    32
205200  0.91109E+00    33
205300  0.90834E+00    34
205400  0.90238E+00    35
205500  0.89962E+00    35
205600  0.89686E+00    36
205700  0.89409E+00    37
205800  0.89453E+00    37
205900  0.89496E+00    38
206000  0.89219E+00    38
206100  0.88941E+00    39
206200  0.88663E+00    38
206300  0.88064E+00    38
206400  0.87785E+00    37
206500  0.87184E+00    37
206600  0.87226E+00    36
206700  0.87590E+00    35
206800  0.88277E+00    35
206900  0.89286E+00    34
207000  0.89974E+00    34
207100  0.90663E+00    33
207200  0.91029E+00    33
207300  0.91073E+00    33
207400  0.90794E+00    32
207500  0.90192E+00    33
207600  0.89588E+00    33
207700  0.88985E+00    33
207800  0.88380E+00    33
207900  0.88423E+00    34
208000  0.88465E+00    34
208100  0.88832E+00    34
208200  0.88875E+00    34
208300  0.89242E+00    34
208400  0.89609E+00    33
208500  0.89652E+00    33
208600  0.89370E+00    33
208700  0.89413E+00    33
208800  0.89456E+00    33
208900  0.89499E+00    34
209000  0.89867E+00    34
209100  0.89910E+00    35
209200  0.90279E+00    36
209300  0.90322E+00    36
209400  0.90365E+00    36
209500  0.89756E+00    37
209600  0.89146E+00    37
209700  0.88535E+00    36
209800  0.87597E+00    36
209900  0.86658E+00    35
210000  0.86373E+00    34
210100  0.85759E+00    33
210200  0.86127E+00    31
210300  0.86168E+00    30
210400  0.86865E+00    30
210500  0.87562E+00    30
210600  0.87931E+00    32
210700  0.88629E+00    34
210800  0.89328E+00    36
210900  0.89699E+00    39
211000  0.90398E+00    41
211100  0.91099E+00    43
211200  0.91800E+00    44
211300  0.92830E+00    45
211400  0.93862E+00    45
211500  0.94862E+00    43
211600  0.95895E+00    42
211700  0.96600E+00    39
211800  0.97305E+00    37
211900  0.97351E+00    34
212000  0.97397E+00    32
212100  0.97443E+00    31
212200  0.97489E+00    30
212300  0.97865E+00    30
212400  0.97912E+00    32
212500  0.98289E+00    34
212600  0.98997E+00    37
212700  0.99375E+00    40
212800  0.99422E+00    42
212900  0.99468E+00    44
213000  0.98852E+00    46
213100  0.98234E+00    47
213200  0.97284E+00    48
213300  0.96001E+00    49
213400  0.95381E+00    48
213500  0.94429E+00    47
213600  0.93808E+00    46
213700  0.93519E+00    43
213800  0.93230E+00    40
213900  0.92940E+00    37
214000  0.92650E+00    34
214100  0.92360E+00    32
214200  0.92070E+00    31
214300  0.91445E+00    30
214400  0.91154E+00    29
214500  0.90862E+00    28
214600  0.90905E+00    27
214700  0.91616E+00    27
214800  0.92328E+00    26
214900  0.93375E+00    26
215000  0.94757E+00    25
215100  0.96141E+00    25
215200  0.97191E+00    26
215300  0.98243E+00    27
215400  0.98959E+00    28
215500  0.99341E+00    30
215600  0.99722E+00    31
215700  0.99769E+00    32
215800  0.99815E+00    32
215900  0.99861E+00    32
216000  0.99907E+00    32
216100  0.99954E+00    32
216200  0.10000E+01    32
216300  0.99373E+00    31
216400  0.99081E+00    31
216500  0.98116E+00    31
216600  0.96812E+00    30
216700  0.95507E+00    30
216800  0.93862E+00    29
216900  0.92217E+00    29
217000  0.90908E+00    28
217100  0.89935E+00    27
217200  0.89300E+00    27
217300  0.88664E+00    28
217400  0.88705E+00    29
217500  0.88746E+00    30
217600  0.88787E+00    32
217700  0.89167E+00    33
217800  0.89208E+00    35
217900  0.89248E+00    36
218000  0.89289E+00    38
218100  0.89670E+00    38
218200  0.90391E+00    38
218300  0.91112E+00    37
218400  0.92514E+00    36
218500  0.93578E+00    35
218600  0.95289E+00    33
218700  0.97035E+00    32
218800  0.98102E+00    31
218900  0.99169E+00    31
219000  0.99897E+00    31
219100  0.99601E+00    31
219200  0.99305E+00    31
219300  0.98667E+00    32
219400  0.97687E+00    33
219500  0.97048E+00    34
219600  0.96408E+00    35
219700  0.95768E+00    37
219800  0.95469E+00    38
219900  0.95170E+00    39
220000  0.94871E+00    39
220100  0.94914E+00    39
220200  0.94614E+00    38
220300  0.94314E+00    37
220400  0.93671E+00    36
220500  0.93370E+00    34
220600  0.92725E+00    32
220700  0.92079E+00    30
220800  0.91812E+00    28
220900  0.91509E+00    26
221000  0.91207E+00    25
221100  0.91248E+00    23
221200  0.90945E+00    22
221300  0.90986E+00    21
221400  0.90682E+00    20
221500  0.90033E+00    20
221600  0.89729E+00    20
221700  0.89079E+00    20
221800  0.88428E+00    20
221900  0.88122E+00    21
222000  0.87470E+00    23
222100  0.87164E+00    24
222200  0.87203E+00    25
222300  0.87242E+00    26
222400  0.87282E+00    26
222500  0.87321E+00    26
222600  0.87014E+00    25
222700  0.86706E+00    24
222800  0.86398E+00    23
222900  0.85742E+00    23
223000  0.85086E+00    22
223100  0.84429E+00    22
223200  0.83424E+00    22
223300  0.83114E+00    23
223400  0.82455E+00    25
223500  0.82144E+00    26
223600  0.82181E+00    27
223700  0.81869E+00    29
223800  0.81557E+00    30
223900  0.81245E+00    31
224000  0.80584E+00    31
224100  0.79922E+00    30
224200  0.78910E+00    30
224300  0.77548E+00    29
224400  0.76185E+00    28
224500  0.74820E+00    27
224600  0.73454E+00    26
224700  0.72437E+00    25
224800  0.71769E+00    24
224900  0.71101E+00    24
225000  0.70782E+00    24
225100  0.70813E+00    24
225200  0.70494E+00    25
225300  0.70174E+00    25
225400  0.69855E+00    26
225500  0.69534E+00    27
225600  0.68863E+00    27
225700  0.68542E+00    28
225800  0.68220E+00    28
225900  0.67899E+00    28
226000  0.67929E+00    28
226100  0.67959E+00    28
226200  0.68693E+00    28
226300  0.69076E+00    28
226400  0.69812E+00    28
226500  0.70195E+00    28
226600  0.70932E+00    29
226700  0.70964E+00    29
226800  0.70995E+00    29
226900  0.71026E+00    29
227000  0.70704E+00    28
227100  0.70381E+00    28
227200  0.70412E+00    26
227300  0.70443E+00    24
227400  0.70474E+00    22
227500  0.70860E+00    21
227600  0.71245E+00    19
227700  0.71631E+00    19
227800  0.72017E+00    18
227900  0.72049E+00    19
228000  0.71726E+00    19
228100  0.71757E+00    19
228200  0.71078E+00    20
228300  0.70398E+00    21
228400  0.69362E+00    23
228500  0.68680E+00    24
228600  0.67998E+00    26
228700  0.67672E+00    27
228800  0.67345E+00    28
228900  0.67374E+00    28
229000  0.67404E+00    28
229100  0.67790E+00    28
229200  0.67820E+00    29
229300  0.68206E+00    30
229400  0.68593E+00    31
229500  0.68588E+00    33
229600  0.68617E+00    35
229700  0.68647E+00    37
229800  0.69035E+00    38
229900  0.69065E+00    39
230000  0.69812E+00    39
230100  0.70200E+00    38
230200  0.70948E+00    37
230300  0.71696E+00    36
230400  0.72445E+00    34
230500  0.72835E+00    34
230600  0.73226E+00    34
230700  0.73258E+00    33
230800  0.72930E+00    33
230900  0.72962E+00    33
231000  0.72633E+00    31
231100  0.71945E+00    29
231200  0.71616E+00    27
231300  0.71287E+00    25
231400  0.70993E+00    23
231500  0.70663E+00    22
231600  0.70694E+00    20
231700  0.70364E+00    20
231800  0.69672E+00    19
231900  0.69341E+00    18
232000  0.68648E+00    18
232100  0.67593E+00    18
232200  0.66899E+00    18
232300  0.65481E+00    18
232400  0.64062E+00    18
