# Relative Spectral Response per erg (Equal-Energy); Jarrett et al. 2011
#  W2     RSR     uncertainty (parts per thousand)
34200  0.11715E-11   707
34300  0.13258E-07   535
34400  0.13267E-07   534
34500  0.44866E-07   534
34600  0.62700E-07   534
34700  0.86772E-07   534
34800  0.72159E-07   534
34900  0.42993E-06   633
35000  0.10699E-06   534
35100  0.13918E-06   534
35200  0.12550E-06   535
35300  0.13675E-06   534
35400  0.11893E-06   535
35500  0.20538E-06   534
35600  0.32678E-06   534
35700  0.20500E-05   632
35800  0.57101E-06   534
35900  0.84348E-06   534
36000  0.67489E-06   534
36100  0.11685E-05   534
36200  0.12100E-05   534
36300  0.14218E-05   534
36400  0.11096E-05   534
36500  0.11158E-05   534
36600  0.72023E-06   535
36700  0.12498E-05   534
36800  0.44135E-09  1000
36900  0.12102E-07   707
37000  0.12019E-07   707
37100  0.15241E-07   707
37200  0.28408E-07   707
37300  0.35901E-07   707
37400  0.50315E-07   707
37500  0.12535E-06   707
37600  0.92907E-07   707
37700  0.13355E-06   707
37800  0.32721E-06   707
37900  0.38795E-06   707
38000  0.14102E-05   707
38100  0.22956E-05   707
38200  0.38819E-05   707
38300  0.51099E-05   707
38400  0.76388E-05   707
38500  0.12759E-04   707
38600  0.20214E-04   707
38700  0.23550E-04   534
38800  0.50535E-04   707
38900  0.10825E-03   707
39000  0.15454E-03   707
39100  0.22341E-03   533
39200  0.41750E-03   534
39300  0.56834E-03   534
39400  0.44113E-03   535
39500  0.13124E-02   707
39600  0.92633E-02    68
39700  0.11478E-01    53
39800  0.14509E-01    36
39900  0.18672E-01    26
40000  0.24421E-01    27
40100  0.34426E-01    33
40200  0.50556E-01    36
40300  0.75032E-01    37
40400  0.11001E+00    37
40500  0.15701E+00    37
40600  0.22467E+00    35
40700  0.30650E+00    33
40800  0.39712E+00    31
40900  0.49391E+00    28
41000  0.58894E+00    23
41100  0.67269E+00    19
41200  0.74154E+00    15
41300  0.79761E+00    12
41400  0.83857E+00    10
41500  0.86313E+00     9
41600  0.88066E+00     9
41700  0.89111E+00     8
41800  0.89564E+00     7
41900  0.89539E+00     6
42000  0.89392E+00     6
42100  0.88884E+00     7
42200  0.88251E+00     9
42300  0.87614E+00    10
42400  0.87700E+00    10
42500  0.88028E+00     8
42600  0.88114E+00     7
42700  0.87832E+00     8
42800  0.87794E+00     9
42900  0.88121E+00     9
43000  0.88818E+00     7
43100  0.89517E+00     6
43200  0.90219E+00     5
43300  0.90675E+00     5
43400  0.91008E+00     6
43500  0.91094E+00     6
43600  0.90805E+00     7
43700  0.90514E+00     6
43800  0.89970E+00     6
43900  0.89172E+00     5
44000  0.88495E+00     5
44100  0.87940E+00     5
44200  0.87382E+00     4
44300  0.87074E+00     4
44400  0.86636E+00     4
44500  0.86450E+00     3
44600  0.86517E+00     3
44700  0.86966E+00     4
44800  0.87800E+00     5
44900  0.88894E+00     7
45000  0.90121E+00     8
45100  0.91610E+00     9
45200  0.92846E+00     9
45300  0.94216E+00     8
45400  0.95332E+00     7
45500  0.96192E+00     6
45600  0.96924E+00     6
45700  0.97398E+00     6
45800  0.97742E+00     7
45900  0.97693E+00     8
46000  0.97512E+00     8
46100  0.97197E+00     7
46200  0.96616E+00     7
46300  0.96031E+00     6
46400  0.95311E+00     5
46500  0.94586E+00     5
46600  0.93858E+00     5
46700  0.93525E+00     5
46800  0.93191E+00     5
46900  0.93122E+00     4
47000  0.93052E+00     4
47100  0.93385E+00     5
47200  0.93853E+00     5
47300  0.94457E+00     5
47400  0.95469E+00     5
47500  0.96213E+00     5
47600  0.97232E+00     5
47700  0.97981E+00     5
47800  0.98596E+00     5
47900  0.98802E+00     5
48000  0.99009E+00     5
48100  0.98940E+00     5
48200  0.98870E+00     6
48300  0.98938E+00     7
48400  0.98866E+00     8
48500  0.98932E+00     8
48600  0.98997E+00     9
48700  0.99061E+00     8
48800  0.99265E+00     8
48900  0.99468E+00     7
49000  0.99671E+00     6
49100  0.99735E+00     6
49200  0.99938E+00     6
49300  0.10000E+01     6
49400  0.99921E+00     6
49500  0.99699E+00     5
49600  0.99475E+00     5
49700  0.99108E+00     5
49800  0.98596E+00     5
49900  0.98081E+00     6
50000  0.97135E+00     7
50100  0.96327E+00     8
50200  0.95228E+00     9
50300  0.94125E+00     9
50400  0.93016E+00    10
50500  0.91902E+00     9
50600  0.90783E+00     9
50700  0.89659E+00     9
50800  0.88675E+00     9
50900  0.87686E+00     8
51000  0.86693E+00     8
51100  0.85403E+00     8
51200  0.84107E+00     8
51300  0.82073E+00     9
51400  0.79883E+00    10
51500  0.76361E+00    12
51600  0.72676E+00    14
51700  0.67647E+00    17
51800  0.62007E+00    21
51900  0.55602E+00    24
52000  0.48564E+00    28
52100  0.41662E+00    33
52200  0.34717E+00    37
52300  0.28359E+00    42
52400  0.22560E+00    47
52500  0.17504E+00    52
52600  0.13546E+00    57
52700  0.99248E-01    62
52800  0.75935E-01    68
52900  0.53213E-01    74
53000  0.40746E-01    81
53100  0.28307E-01    89
53200  0.21081E-01    98
53300  0.14697E-01   107
53400  0.10435E-01   121
53500  0.72372E-02   137
53600  0.40457E-02   707
53700  0.30484E-02   707
53800  0.22763E-02   707
53900  0.17339E-02   707
54000  0.12893E-02   707
54100  0.97294E-03   707
54200  0.73876E-03   707
54300  0.54885E-03   707
54400  0.39102E-03   707
54500  0.30953E-03   707
54600  0.21542E-03   707
54700  0.27863E-03   562
54800  0.31531E-03   563
54900  0.31353E-03   563
55000  0.25926E-03   562
55100  0.22510E-03   562
55200  0.19539E-03   562
55300  0.15012E-03   562
55400  0.13333E-03   562
55500  0.10424E-03   562
55600  0.60519E-04   562
55700  0.57366E-04   562
55800  0.47777E-04   563
55900  0.35693E-04   562
56000  0.27886E-04   562
56100  0.12873E-04   562
56200  0.18368E-04   562
56300  0.17757E-04   562
56400  0.11414E-04   563
56500  0.94847E-05   563
56600  0.71892E-05   562
56700  0.30016E-05   563
56800  0.82304E-07   707
56900  0.18987E-06   707
57000  0.16545E-06   707
57100  0.26590E-04  1000
57200  0.49024E-04  1000
57300  0.32511E-07   677
57400  0.36011E-07   662
57500  0.13800E-06   653
57600  0.19665E-06   628
57700  0.44178E-04  1000
57800  0.15065E-07   672
57900  0.60707E-04  1000
58000  0.52527E-04  1000
58100  0.47306E-04  1000
58200  0.28815E-07   647
58300  0.44471E-04  1000
58400  0.54391E-04  1000
58500  0.28261E-07   674
58600  0.53907E-04  1000
58700  0.41086E-04  1000
58800  0.28894E-04  1000
58900  0.13007E-04   602
59000  0.98943E-05   416
59100  0.75304E-05   341
59200  0.53952E-05   262
59300  0.43031E-05   242
59400  0.38522E-05   230
59500  0.35527E-05   222
59600  0.32352E-05   214
59700  0.16547E-05   200
59800  0.12813E-05   198
59900  0.11370E-05   196
60000  0.10206E-05   194
60100  0.11142E-05   192
60200  0.92356E-06   190
60300  0.73870E-06   191
60400  0.57099E-06   196
60500  0.45803E-06   198
60600  0.39577E-06   198
60700  0.37561E-06   195
60800  0.36963E-06   194
60900  0.39286E-06   193
61000  0.40518E-06   193
61100  0.43046E-06   194
61200  0.44690E-06   194
61300  0.44763E-06   193
61400  0.44643E-06   196
61500  0.42150E-06   202
61600  0.42676E-06   212
61700  0.40031E-06   227
61800  0.35664E-06   244
61900  0.33423E-06   260
62000  0.32609E-06   270
62100  0.30710E-06   275
62200  0.31275E-06   273
62300  0.33390E-06   263
62400  0.35208E-06   248
62500  0.36443E-06   232
62600  0.42242E-06   225
62700  0.40322E-06   212
62800  0.42144E-06   209
62900  0.39498E-06   215
63000  0.37257E-06   226
63100  0.35081E-06   236
63200  0.32645E-06   236
63300  0.34179E-06   229
63400  0.37819E-06   216
63500  0.40038E-06   202
63600  0.40319E-06   190
63700  0.38162E-06   183
63800  0.41430E-06   178
63900  0.42061E-06   175
64000  0.41176E-06   175
64100  0.40966E-06   176
64200  0.41891E-06   177
64300  0.41920E-06   174
64400  0.41139E-06   170
64500  0.43506E-06   170
64600  0.41377E-06   167
64700  0.40554E-06   167
64800  0.39562E-06   169
64900  0.39196E-06   171
65000  0.38310E-06   173
65100  0.37401E-06   175
65200  0.36919E-06   177
65300  0.37498E-06   181
65400  0.36172E-06   190
65500  0.33776E-06   200
65600  0.31467E-06   217
65700  0.28774E-06   235
65800  0.26788E-06   254
65900  0.25134E-06   267
66000  0.22966E-06   276
66100  0.21188E-06   280
66200  0.20350E-06   282
66300  0.18979E-06   282
66400  0.20430E-06   276
66500  0.21620E-06   268
66600  0.23441E-06   257
66700  0.25210E-06   248
66800  0.26164E-06   239
66900  0.27790E-06   243
67000  0.27774E-06   241
67100  0.27451E-06   245
67200  0.22097E-06   241
67300  0.26918E-06   250
67400  0.26650E-06   251
67500  0.26496E-06   250
67600  0.25937E-06   254
67700  0.25260E-06   260
67800  0.20048E-06   257
67900  0.20485E-06   260
68000  0.22768E-06   270
68100  0.22335E-06   270
68200  0.19659E-06   261
68300  0.17850E-06   263
68400  0.18969E-06   264
68500  0.17709E-06   268
68600  0.16010E-06   272
68700  0.15123E-06   271
68800  0.14885E-06   269
68900  0.15458E-06   266
69000  0.15981E-06   265
69100  0.16123E-06   264
69200  0.15420E-06   263
69300  0.15567E-06   259
69400  0.15863E-06   257
69500  0.15181E-06   253
69600  0.16285E-06   250
69700  0.16956E-06   245
69800  0.19730E-06   249
69900  0.20149E-06   245
70000  0.17994E-06   235
70100  0.18673E-06   232
70200  0.17801E-06   233
70300  0.20606E-06   240
70400  0.19807E-06   242
70500  0.15609E-06   236
70600  0.15785E-06   235
70700  0.18530E-06   241
70800  0.18352E-06   241
70900  0.14359E-06   236
71000  0.17828E-06   242
71100  0.17526E-06   243
71200  0.17209E-06   245
71300  0.16622E-06   249
71400  0.11658E-06   244
71500  0.15663E-06   253
71600  0.15194E-06   255
71700  0.15193E-06   256
71800  0.12767E-06   248
71900  0.12814E-06   251
72000  0.13099E-06   253
72100  0.12960E-06   257
72200  0.11879E-06   260
72300  0.10685E-06   260
72400  0.11670E-06   259
72500  0.12067E-06   260
72600  0.11928E-06   261
72700  0.11868E-06   261
72800  0.12107E-06   259
72900  0.12850E-06   255
73000  0.13362E-06   251
73100  0.13742E-06   246
73200  0.14292E-06   243
73300  0.13920E-06   241
73400  0.13318E-06   239
73500  0.17193E-06   243
73600  0.17238E-06   242
73700  0.17409E-06   240
73800  0.14499E-06   231
73900  0.17606E-06   236
74000  0.17414E-06   237
74100  0.11330E-06   232
74200  0.15074E-06   234
74300  0.15553E-06   235
74400  0.15200E-06   236
74500  0.13260E-06   236
74600  0.13932E-06   237
74700  0.14567E-06   238
74800  0.13711E-06   239
74900  0.12760E-06   241
75000  0.15714E-06   250
75100  0.15452E-06   251
75200  0.15372E-06   250
75300  0.12684E-06   242
75400  0.11789E-06   243
75500  0.14738E-06   251
75600  0.12015E-06   244
75700  0.11960E-06   247
75800  0.10823E-06   249
75900  0.11260E-06   252
76000  0.11273E-06   256
76100  0.10436E-06   260
76200  0.90474E-07   263
76300  0.95454E-07   265
76400  0.98657E-07   266
76500  0.94633E-07   269
76600  0.91650E-07   268
76700  0.91199E-07   268
76800  0.92108E-07   268
76900  0.88164E-07   268
77000  0.79985E-07   266
77100  0.72534E-07   267
77200  0.11167E-06   276
77300  0.11378E-06   275
77400  0.11642E-06   273
77500  0.11907E-06   271
77600  0.12182E-06   269
77700  0.98582E-07   256
77800  0.96975E-07   252
77900  0.13240E-06   258
78000  0.10747E-06   249
78100  0.11257E-06   247
78200  0.11868E-06   247
78300  0.12238E-06   249
78400  0.11949E-06   250
78500  0.11375E-06   250
78600  0.13767E-06   260
78700  0.13774E-06   260
78800  0.11587E-06   251
78900  0.11417E-06   255
79000  0.10030E-06   257
79100  0.13197E-06   268
79200  0.12829E-06   272
79300  0.12476E-06   277
79400  0.98039E-07   270
79500  0.10007E-06   273
79600  0.96490E-07   276
79700  0.83245E-07   279
79800  0.88456E-07   281
79900  0.93932E-07   284
80000  0.96289E-07   287
